"Step","silvery-pyramid-33 - train_loss","silvery-pyramid-33 - train_loss__MIN","silvery-pyramid-33 - train_loss__MAX"
"0","0.3621511161327362","0.3621511161327362","0.3621511161327362"
"1","0.24041372537612915","0.24041372537612915","0.24041372537612915"
"3","0.1922703981399536","0.1922703981399536","0.1922703981399536"
"4","0.15856698155403137","0.15856698155403137","0.15856698155403137"
"5","0.14752128720283508","0.14752128720283508","0.14752128720283508"
"7","0.14420530200004578","0.14420530200004578","0.14420530200004578"
"8","0.1264086663722992","0.1264086663722992","0.1264086663722992"
"9","0.12905289232730865","0.12905289232730865","0.12905289232730865"
"11","0.13592445850372314","0.13592445850372314","0.13592445850372314"
"12","0.10307490080595016","0.10307490080595016","0.10307490080595016"
"13","0.11504535377025604","0.11504535377025604","0.11504535377025604"
"15","0.10993187874555588","0.10993187874555588","0.10993187874555588"
"16","0.09390216320753098","0.09390216320753098","0.09390216320753098"
"17","0.09902976453304291","0.09902976453304291","0.09902976453304291"
"19","0.10031130164861679","0.10031130164861679","0.10031130164861679"
"20","0.0773727148771286","0.0773727148771286","0.0773727148771286"
"21","0.07329338788986206","0.07329338788986206","0.07329338788986206"
"23","0.08760063350200653","0.08760063350200653","0.08760063350200653"
"24","0.09414392709732056","0.09414392709732056","0.09414392709732056"
"25","0.07955758273601532","0.07955758273601532","0.07955758273601532"
"27","0.08144371211528778","0.08144371211528778","0.08144371211528778"
"28","0.08301030844449997","0.08301030844449997","0.08301030844449997"
"29","0.07826300710439682","0.07826300710439682","0.07826300710439682"
"31","0.07404476404190063","0.07404476404190063","0.07404476404190063"
"32","0.07560167461633682","0.07560167461633682","0.07560167461633682"
"33","0.09193287789821625","0.09193287789821625","0.09193287789821625"
"35","0.06198187917470932","0.06198187917470932","0.06198187917470932"
"36","0.05839354917407036","0.05839354917407036","0.05839354917407036"
"37","0.0772891491651535","0.0772891491651535","0.0772891491651535"
"39","0.0806855857372284","0.0806855857372284","0.0806855857372284"
"40","0.07193532586097717","0.07193532586097717","0.07193532586097717"
"41","0.0729796513915062","0.0729796513915062","0.0729796513915062"
"43","0.06736399978399277","0.06736399978399277","0.06736399978399277"
"44","0.06435167044401169","0.06435167044401169","0.06435167044401169"
"45","0.07829698920249939","0.07829698920249939","0.07829698920249939"
"47","0.07492431253194809","0.07492431253194809","0.07492431253194809"
"48","0.0648208037018776","0.0648208037018776","0.0648208037018776"
"49","0.06690626591444016","0.06690626591444016","0.06690626591444016"
"51","0.06223344802856445","0.06223344802856445","0.06223344802856445"
"52","0.060647279024124146","0.060647279024124146","0.060647279024124146"
"53","0.0593632310628891","0.0593632310628891","0.0593632310628891"
"55","0.062024474143981934","0.062024474143981934","0.062024474143981934"
"56","0.055749647319316864","0.055749647319316864","0.055749647319316864"
"57","0.06194484233856201","0.06194484233856201","0.06194484233856201"
"59","0.05664758011698723","0.05664758011698723","0.05664758011698723"
"60","0.05706572160124779","0.05706572160124779","0.05706572160124779"
"61","0.059969715774059296","0.059969715774059296","0.059969715774059296"
"63","0.05904984474182129","0.05904984474182129","0.05904984474182129"
"64","0.05233314633369446","0.05233314633369446","0.05233314633369446"
"65","0.06005997955799103","0.06005997955799103","0.06005997955799103"
"67","0.07029843330383301","0.07029843330383301","0.07029843330383301"
"68","0.06343711912631989","0.06343711912631989","0.06343711912631989"
"69","0.07165205478668213","0.07165205478668213","0.07165205478668213"
"71","0.05218542739748955","0.05218542739748955","0.05218542739748955"
"72","0.0566617026925087","0.0566617026925087","0.0566617026925087"
"73","0.05958304926753044","0.05958304926753044","0.05958304926753044"
"75","0.0613674595952034","0.0613674595952034","0.0613674595952034"
"76","0.06529079377651215","0.06529079377651215","0.06529079377651215"
"77","0.06313967704772949","0.06313967704772949","0.06313967704772949"
"79","0.05451470613479614","0.05451470613479614","0.05451470613479614"
"80","0.054425328969955444","0.054425328969955444","0.054425328969955444"
"81","0.06286992877721786","0.06286992877721786","0.06286992877721786"
"83","0.05397526174783707","0.05397526174783707","0.05397526174783707"
"84","0.047806672751903534","0.047806672751903534","0.047806672751903534"
"85","0.05267610400915146","0.05267610400915146","0.05267610400915146"
"87","0.06590395420789719","0.06590395420789719","0.06590395420789719"
"88","0.04900746792554855","0.04900746792554855","0.04900746792554855"
"89","0.05064823850989342","0.05064823850989342","0.05064823850989342"
"91","0.04877304285764694","0.04877304285764694","0.04877304285764694"
"92","0.05718871206045151","0.05718871206045151","0.05718871206045151"
"93","0.05169609189033508","0.05169609189033508","0.05169609189033508"
"95","0.05704353749752045","0.05704353749752045","0.05704353749752045"
"96","0.04410407692193985","0.04410407692193985","0.04410407692193985"
"97","0.05308059975504875","0.05308059975504875","0.05308059975504875"
"99","0.05802205204963684","0.05802205204963684","0.05802205204963684"
"100","0.048250824213027954","0.048250824213027954","0.048250824213027954"
"101","0.05451471731066704","0.05451471731066704","0.05451471731066704"
"103","0.05362818390130997","0.05362818390130997","0.05362818390130997"
"104","0.056093137711286545","0.056093137711286545","0.056093137711286545"
"105","0.05207677185535431","0.05207677185535431","0.05207677185535431"
"107","0.06473462283611298","0.06473462283611298","0.06473462283611298"
"108","0.04740042984485626","0.04740042984485626","0.04740042984485626"
"109","0.05292040854692459","0.05292040854692459","0.05292040854692459"
"111","0.044979434460401535","0.044979434460401535","0.044979434460401535"
"112","0.046901553869247437","0.046901553869247437","0.046901553869247437"
"113","0.048945218324661255","0.048945218324661255","0.048945218324661255"
"115","0.05472705885767937","0.05472705885767937","0.05472705885767937"
"116","0.048121239989995956","0.048121239989995956","0.048121239989995956"
"117","0.04896022006869316","0.04896022006869316","0.04896022006869316"
"119","0.05274374410510063","0.05274374410510063","0.05274374410510063"
"120","0.05384404584765434","0.05384404584765434","0.05384404584765434"
"121","0.043117549270391464","0.043117549270391464","0.043117549270391464"
"123","0.05452129244804382","0.05452129244804382","0.05452129244804382"
"124","0.04508441314101219","0.04508441314101219","0.04508441314101219"
"125","0.04930742830038071","0.04930742830038071","0.04930742830038071"
"127","0.04974719509482384","0.04974719509482384","0.04974719509482384"
"128","0.0553986132144928","0.0553986132144928","0.0553986132144928"
"129","0.042236994951963425","0.042236994951963425","0.042236994951963425"
"131","0.045579344034194946","0.045579344034194946","0.045579344034194946"
"132","0.04845784232020378","0.04845784232020378","0.04845784232020378"
"133","0.04193934425711632","0.04193934425711632","0.04193934425711632"
"135","0.05795055627822876","0.05795055627822876","0.05795055627822876"
"136","0.03920706361532211","0.03920706361532211","0.03920706361532211"
"137","0.0433429554104805","0.0433429554104805","0.0433429554104805"
"139","0.04802095890045166","0.04802095890045166","0.04802095890045166"
"140","0.049634914845228195","0.049634914845228195","0.049634914845228195"
"141","0.04663379490375519","0.04663379490375519","0.04663379490375519"
"143","0.04286002367734909","0.04286002367734909","0.04286002367734909"
"144","0.04477059841156006","0.04477059841156006","0.04477059841156006"
"145","0.05738554522395134","0.05738554522395134","0.05738554522395134"
"147","0.04502488672733307","0.04502488672733307","0.04502488672733307"
"148","0.04379782825708389","0.04379782825708389","0.04379782825708389"
"149","0.043998442590236664","0.043998442590236664","0.043998442590236664"
"151","0.038226522505283356","0.038226522505283356","0.038226522505283356"
"152","0.04387431591749191","0.04387431591749191","0.04387431591749191"
"153","0.04201676696538925","0.04201676696538925","0.04201676696538925"
"155","0.03704534471035004","0.03704534471035004","0.03704534471035004"
"156","0.045429300516843796","0.045429300516843796","0.045429300516843796"
"157","0.04572831094264984","0.04572831094264984","0.04572831094264984"
"159","0.03607989847660065","0.03607989847660065","0.03607989847660065"
"160","0.04925205558538437","0.04925205558538437","0.04925205558538437"
"161","0.044454239308834076","0.044454239308834076","0.044454239308834076"
"163","0.04671682044863701","0.04671682044863701","0.04671682044863701"
"164","0.0441414937376976","0.0441414937376976","0.0441414937376976"
"165","0.0422840416431427","0.0422840416431427","0.0422840416431427"
"167","0.03661429136991501","0.03661429136991501","0.03661429136991501"
"168","0.04184659942984581","0.04184659942984581","0.04184659942984581"
"169","0.035290613770484924","0.035290613770484924","0.035290613770484924"
"171","0.037907496094703674","0.037907496094703674","0.037907496094703674"
"172","0.0521446168422699","0.0521446168422699","0.0521446168422699"
"173","0.04331202432513237","0.04331202432513237","0.04331202432513237"
"175","0.035602204501628876","0.035602204501628876","0.035602204501628876"
"176","0.04399704188108444","0.04399704188108444","0.04399704188108444"
"177","0.035486768931150436","0.035486768931150436","0.035486768931150436"
"179","0.04251759871840477","0.04251759871840477","0.04251759871840477"
"180","0.04071757569909096","0.04071757569909096","0.04071757569909096"
"181","0.04270995780825615","0.04270995780825615","0.04270995780825615"
"183","0.03968039155006409","0.03968039155006409","0.03968039155006409"
"184","0.037105806171894073","0.037105806171894073","0.037105806171894073"
"185","0.03542935103178024","0.03542935103178024","0.03542935103178024"
"187","0.04179401323199272","0.04179401323199272","0.04179401323199272"
"188","0.039212118834257126","0.039212118834257126","0.039212118834257126"
"189","0.04096187278628349","0.04096187278628349","0.04096187278628349"
"191","0.038852840662002563","0.038852840662002563","0.038852840662002563"
"192","0.03905952349305153","0.03905952349305153","0.03905952349305153"
"193","0.0354924201965332","0.0354924201965332","0.0354924201965332"
"195","0.042460184544324875","0.042460184544324875","0.042460184544324875"
"196","0.04158235713839531","0.04158235713839531","0.04158235713839531"
"197","0.036550432443618774","0.036550432443618774","0.036550432443618774"
"199","0.0365501269698143","0.0365501269698143","0.0365501269698143"
"200","0.03799271583557129","0.03799271583557129","0.03799271583557129"